comp_id,ad_blocked,embed,ratio,duration,language,partner,partner_active,n_likes,n_tags,n_formats,dayofweek,hour
3084,FALSE,TRUE,1.73077,46,2,FALSE,FALSE,0,1,3,1,23
3085,FALSE,TRUE,1.33333,2337,5,FALSE,FALSE,0,1,2,1,23
3086,FALSE,TRUE,1.77778,82,2,FALSE,FALSE,0,5,4,1,23
3087,FALSE,TRUE,1.76667,127,2,FALSE,FALSE,0,7,3,1,23
3088,FALSE,TRUE,1.77778,160,2,FALSE,FALSE,0,10,4,1,23
3089,FALSE,TRUE,1.33333,1155,2,FALSE,FALSE,0,0,2,1,23
3090,FALSE,TRUE,1.33333,239,2,FALSE,FALSE,0,10,2,1,23
3091,FALSE,TRUE,1.33333,1766,5,FALSE,FALSE,0,1,2,1,23
3092,FALSE,TRUE,1.33333,2428,2,FALSE,FALSE,0,0,3,1,23
3093,FALSE,TRUE,1.33333,2412,2,FALSE,FALSE,0,0,3,1,23
3094,FALSE,TRUE,1.33333,2383,2,FALSE,FALSE,0,0,3,1,23
3095,FALSE,TRUE,1.33333,2440,2,FALSE,FALSE,0,0,3,1,23
3096,FALSE,TRUE,1.33333,2547,2,FALSE,FALSE,0,0,3,1,23
3097,FALSE,TRUE,1.33333,2384,2,FALSE,FALSE,0,0,3,1,23
3098,FALSE,TRUE,1.33333,2408,2,FALSE,FALSE,0,0,3,1,23
3099,FALSE,TRUE,1.33333,2462,2,FALSE,FALSE,0,0,3,1,23
3100,FALSE,TRUE,1.33333,2484,2,FALSE,FALSE,0,0,3,1,23
3101,FALSE,TRUE,1.33333,2460,2,FALSE,FALSE,0,0,3,1,22
3102,FALSE,TRUE,1.33333,2355,2,FALSE,FALSE,0,0,3,1,22
3103,FALSE,TRUE,1.33333,2381,2,FALSE,FALSE,0,0,3,1,22
3104,FALSE,TRUE,1.33333,1391,2,FALSE,FALSE,0,0,3,1,22
3105,FALSE,TRUE,1.33333,2409,2,FALSE,FALSE,0,0,3,1,22
3106,FALSE,TRUE,1.33333,2500,2,FALSE,FALSE,0,0,3,1,22
3107,FALSE,TRUE,1.33333,2391,2,FALSE,FALSE,0,0,3,1,22
3108,FALSE,TRUE,1.77778,25,2,FALSE,FALSE,0,3,3,1,22
3109,FALSE,TRUE,1.33333,2376,2,FALSE,FALSE,0,0,3,1,22
3110,FALSE,TRUE,1.33333,2408,2,FALSE,FALSE,0,0,3,1,22
3111,FALSE,TRUE,1.77778,151,2,FALSE,FALSE,0,6,2,1,22
3112,FALSE,TRUE,1.33333,2487,2,FALSE,FALSE,0,0,3,1,22
3113,FALSE,TRUE,1.33333,2433,2,FALSE,FALSE,0,0,3,1,22
3114,FALSE,TRUE,1.33333,2391,2,FALSE,FALSE,0,0,3,1,22
3115,FALSE,TRUE,1.33333,2398,2,FALSE,FALSE,0,0,3,1,22
3116,FALSE,TRUE,1.33333,1362,2,FALSE,FALSE,0,0,3,1,22
3117,FALSE,TRUE,1.33333,2434,2,FALSE,FALSE,0,0,3,1,22
3118,FALSE,TRUE,1.33333,2517,2,FALSE,FALSE,0,0,3,1,22
3119,FALSE,TRUE,1.33333,2571,2,FALSE,FALSE,0,0,3,1,22
3120,FALSE,TRUE,1.33333,304,2,FALSE,FALSE,0,7,3,1,22
3121,FALSE,TRUE,1.33333,1052,2,FALSE,FALSE,0,0,3,1,22
3122,FALSE,TRUE,1.33333,1250,2,FALSE,FALSE,0,0,3,1,22
3123,FALSE,TRUE,1.33333,1255,2,FALSE,FALSE,0,0,3,1,22
3124,FALSE,TRUE,1.33333,2056,2,FALSE,FALSE,0,0,3,1,22
3125,FALSE,TRUE,1.33333,2425,2,FALSE,FALSE,0,0,3,1,22
3126,FALSE,TRUE,1.77778,42,2,FALSE,FALSE,0,6,4,1,22
3127,FALSE,TRUE,1.33333,1137,2,FALSE,FALSE,0,0,3,1,22
3128,FALSE,TRUE,1.33333,1101,2,FALSE,FALSE,0,0,3,1,22
3129,FALSE,TRUE,1.33333,1064,2,FALSE,FALSE,0,0,3,1,22
3130,FALSE,TRUE,1.77778,211,2,FALSE,FALSE,0,10,2,1,22
3131,FALSE,TRUE,1.77778,78,2,FALSE,FALSE,0,2,2,1,22
3132,FALSE,TRUE,1.5,67,2,FALSE,FALSE,0,3,3,1,22
3133,FALSE,TRUE,1.77778,94,2,FALSE,FALSE,0,10,2,1,22
3134,FALSE,TRUE,1.33333,79,2,FALSE,FALSE,0,3,2,1,22
3135,FALSE,TRUE,1.22222,264,2,FALSE,FALSE,0,10,2,1,22
3136,FALSE,TRUE,1.77778,178,2,FALSE,FALSE,0,5,4,1,22
3137,FALSE,TRUE,1.33333,1726,2,FALSE,FALSE,0,0,3,1,21
3138,FALSE,TRUE,1.33333,18,10,FALSE,FALSE,0,11,2,1,21
3139,FALSE,TRUE,1.33333,1592,2,FALSE,FALSE,0,0,3,1,21
3140,FALSE,TRUE,1.33333,1714,2,FALSE,FALSE,0,0,3,1,21
3141,FALSE,TRUE,1.33333,1511,2,FALSE,FALSE,0,0,3,1,21
3142,FALSE,TRUE,1.33333,1524,2,FALSE,FALSE,0,0,3,1,21
3143,FALSE,TRUE,1.77778,329,2,FALSE,FALSE,0,10,4,1,21
3144,FALSE,TRUE,1.77778,171,2,FALSE,FALSE,0,7,4,1,21
3145,FALSE,TRUE,1.77778,663,2,FALSE,FALSE,0,10,4,1,21
3146,FALSE,TRUE,1.77778,167,4,FALSE,FALSE,0,0,4,1,21
3147,FALSE,TRUE,1.77778,50,2,FALSE,FALSE,0,10,4,1,21
3148,FALSE,TRUE,1.76471,124,2,FALSE,FALSE,0,9,2,1,21
3149,FALSE,TRUE,1.77778,68,2,FALSE,FALSE,2,0,4,1,21
3150,FALSE,TRUE,1.33333,1459,2,FALSE,FALSE,2,5,3,1,21
3151,FALSE,TRUE,1.77778,49,2,FALSE,FALSE,0,10,4,1,21
3152,FALSE,TRUE,1.77778,47,2,FALSE,FALSE,0,10,4,1,21
3153,FALSE,TRUE,1.77778,50,2,FALSE,FALSE,0,10,4,1,21
3154,FALSE,TRUE,1.77778,60,5,FALSE,FALSE,1,9,4,1,21
3155,FALSE,TRUE,1.77778,49,2,FALSE,FALSE,0,10,4,1,21
3156,FALSE,TRUE,1.77778,48,2,FALSE,FALSE,0,10,4,1,21
3157,FALSE,TRUE,1.76471,211,2,FALSE,FALSE,0,9,2,1,21
3158,FALSE,TRUE,1.31579,1386,2,FALSE,FALSE,0,1,2,1,21
3159,FALSE,TRUE,1.77778,44,2,FALSE,FALSE,0,10,4,1,21
3160,FALSE,TRUE,1.77778,48,2,FALSE,FALSE,0,10,4,1,21
3161,FALSE,TRUE,1.73077,383,2,FALSE,FALSE,0,7,2,1,21
3162,FALSE,TRUE,1.77778,44,2,FALSE,FALSE,0,10,4,1,21
3163,FALSE,TRUE,1.77778,47,2,FALSE,FALSE,0,10,4,1,21
3164,FALSE,TRUE,1.77778,43,2,FALSE,FALSE,0,10,4,1,21
3165,FALSE,TRUE,1.77778,48,2,FALSE,FALSE,0,10,4,1,20
3166,FALSE,TRUE,1.77778,45,2,FALSE,FALSE,0,10,4,1,20
3167,FALSE,TRUE,1.77778,41,2,FALSE,FALSE,0,10,4,1,20
3168,FALSE,TRUE,1.77778,49,2,FALSE,FALSE,0,10,4,1,20
3169,FALSE,TRUE,1.77778,43,2,FALSE,FALSE,0,10,4,1,20
3170,FALSE,TRUE,1.33333,181,2,FALSE,FALSE,0,6,3,1,20
3171,FALSE,TRUE,1.33333,56,2,FALSE,FALSE,0,10,4,1,20
3172,FALSE,TRUE,1.77273,172,2,FALSE,FALSE,0,4,4,1,20
3173,FALSE,TRUE,1.77273,112,2,FALSE,FALSE,0,4,4,1,20
3174,FALSE,TRUE,1.77778,138,2,FALSE,FALSE,0,0,2,1,20
3175,FALSE,TRUE,1.77778,141,2,FALSE,FALSE,0,1,4,1,20
3176,FALSE,TRUE,1.77273,179,2,FALSE,FALSE,0,6,4,1,20
3177,FALSE,TRUE,1.76471,44,2,TRUE,TRUE,0,8,2,1,20
3178,FALSE,TRUE,1.76471,35,2,TRUE,TRUE,0,9,2,1,20
3179,FALSE,TRUE,1.76471,43,2,TRUE,TRUE,0,9,2,1,20
3180,FALSE,TRUE,1.76471,31,2,TRUE,TRUE,0,6,2,1,20
3181,FALSE,TRUE,1.76471,36,2,TRUE,TRUE,0,9,2,1,20
3182,FALSE,TRUE,1.76471,32,2,TRUE,TRUE,0,8,2,1,20
3183,FALSE,TRUE,1.76,28,2,FALSE,FALSE,0,1,3,1,20
3184,FALSE,TRUE,2.46154,536,2,FALSE,FALSE,0,0,2,1,20
3185,FALSE,TRUE,1.33333,44,2,TRUE,FALSE,0,2,2,1,20
3186,FALSE,TRUE,1.77778,1870,2,FALSE,FALSE,0,0,2,1,20
3187,FALSE,TRUE,1.33333,227,2,FALSE,FALSE,0,0,2,1,20
3188,FALSE,TRUE,1.77778,324,2,TRUE,FALSE,0,9,4,1,20
3189,FALSE,TRUE,1.77778,215,2,FALSE,FALSE,0,1,4,1,20
3190,FALSE,TRUE,1.77778,2867,2,TRUE,TRUE,0,2,2,1,20
3191,FALSE,TRUE,1.77778,110,2,FALSE,FALSE,0,1,4,1,19
3192,FALSE,TRUE,1.77778,1935,2,TRUE,TRUE,0,4,4,1,19
3193,FALSE,TRUE,1.77778,36,2,FALSE,FALSE,0,4,2,1,19
3194,FALSE,TRUE,1.77778,1279,2,FALSE,FALSE,0,3,2,1,19
3195,FALSE,TRUE,1.33333,57,2,FALSE,FALSE,0,8,2,1,19
3196,FALSE,TRUE,2.46154,2250,2,FALSE,FALSE,0,0,2,1,19
3197,FALSE,TRUE,1.76667,144,2,FALSE,FALSE,0,8,3,1,19
3198,FALSE,TRUE,2.46154,2252,2,FALSE,FALSE,0,0,2,1,19
3199,FALSE,TRUE,1.33333,623,2,FALSE,FALSE,0,10,3,1,19
3200,FALSE,TRUE,2.46154,2252,2,FALSE,FALSE,0,0,2,1,19
3201,FALSE,TRUE,1.77778,56,2,FALSE,FALSE,0,10,4,1,19
3202,FALSE,TRUE,1.77778,84,2,FALSE,FALSE,0,7,4,1,19
3203,FALSE,TRUE,1.33333,486,2,FALSE,FALSE,0,9,3,1,19
3204,FALSE,TRUE,1.77778,84,2,FALSE,FALSE,0,8,4,1,18
3205,FALSE,TRUE,1.77778,304,2,FALSE,FALSE,0,8,4,1,18
3206,FALSE,TRUE,2.35294,44,2,FALSE,FALSE,0,7,4,1,18
3207,FALSE,TRUE,1.77273,149,2,FALSE,FALSE,0,4,4,1,18
3208,FALSE,TRUE,1.77778,77,2,FALSE,FALSE,0,2,4,1,18
3209,FALSE,TRUE,1.76667,101,2,FALSE,FALSE,0,10,3,1,18
3210,FALSE,TRUE,1.76667,103,2,FALSE,FALSE,0,5,3,1,18
3211,FALSE,TRUE,1.77778,231,2,FALSE,FALSE,0,10,4,1,18
3212,FALSE,TRUE,1.33333,21,2,FALSE,FALSE,0,1,3,1,18
3213,FALSE,TRUE,1.33333,33,2,FALSE,FALSE,1,2,3,1,18
3214,FALSE,TRUE,1.77778,77,2,FALSE,FALSE,0,3,4,1,18
3215,FALSE,TRUE,1.77778,87,2,FALSE,FALSE,0,9,2,1,18
3216,FALSE,TRUE,1.33333,31,2,FALSE,FALSE,0,3,2,1,18
3217,FALSE,TRUE,1.77778,92,2,FALSE,FALSE,0,3,4,1,18
3218,FALSE,TRUE,1.77778,171,2,FALSE,FALSE,0,6,4,1,18
3219,FALSE,TRUE,1.77778,849,2,FALSE,FALSE,0,10,4,1,18
3220,FALSE,TRUE,1.77778,218,2,FALSE,FALSE,0,10,4,1,18
3221,FALSE,TRUE,1.25,1265,4,TRUE,FALSE,0,10,3,1,18
3222,FALSE,TRUE,1.76667,133,2,FALSE,FALSE,0,6,3,1,18
3223,FALSE,TRUE,1.72414,123,2,FALSE,FALSE,0,0,2,1,18
3224,FALSE,TRUE,1.77778,40,2,FALSE,FALSE,0,4,4,1,18
3225,FALSE,TRUE,1.77778,207,2,TRUE,TRUE,0,10,2,1,18
3226,FALSE,TRUE,1.77778,342,2,TRUE,FALSE,0,10,4,1,18
3227,FALSE,TRUE,1.77778,218,2,TRUE,TRUE,0,10,2,1,18
3228,FALSE,TRUE,1.77778,188,2,TRUE,TRUE,0,0,2,1,18
3229,FALSE,TRUE,1.77778,201,2,TRUE,TRUE,0,10,2,1,17
3230,FALSE,TRUE,1.77778,296,2,TRUE,FALSE,0,10,4,1,17
3231,FALSE,TRUE,1.77778,453,2,FALSE,FALSE,0,0,4,1,17
3232,FALSE,TRUE,1.33333,176,2,TRUE,FALSE,0,0,4,1,17
3233,FALSE,TRUE,1.33333,242,2,TRUE,FALSE,0,0,4,1,17
3234,FALSE,TRUE,1.33333,343,2,TRUE,FALSE,0,0,4,1,17
3235,FALSE,TRUE,1.77778,369,2,TRUE,FALSE,0,0,4,1,17
3236,FALSE,TRUE,1.33333,361,2,TRUE,FALSE,0,0,3,1,17
3237,FALSE,TRUE,1.77778,184,2,TRUE,FALSE,0,0,4,1,17
3238,FALSE,TRUE,1.33333,247,2,TRUE,FALSE,0,0,4,1,17
3239,FALSE,TRUE,1.76471,556,2,TRUE,FALSE,0,0,2,1,17
3240,FALSE,TRUE,1.77778,315,2,TRUE,FALSE,0,0,4,1,17
3241,FALSE,TRUE,1.77778,212,2,FALSE,FALSE,0,0,4,1,17
3242,FALSE,TRUE,1.77778,203,2,FALSE,FALSE,0,5,4,1,17
3243,FALSE,TRUE,1.77778,352,2,TRUE,FALSE,0,0,4,1,17
3244,FALSE,TRUE,1.76471,492,2,TRUE,FALSE,0,0,2,1,17
3245,FALSE,TRUE,1.77778,195,2,FALSE,FALSE,0,7,4,1,17
3246,FALSE,TRUE,1.77778,289,2,TRUE,FALSE,0,0,4,1,17
3247,FALSE,TRUE,1.77273,190,2,FALSE,FALSE,0,4,4,1,17
3248,FALSE,TRUE,1.77778,263,2,TRUE,FALSE,0,0,4,1,17
3249,FALSE,TRUE,1.77778,402,2,TRUE,FALSE,0,0,4,1,17
3250,FALSE,TRUE,1.77778,251,2,FALSE,FALSE,0,0,4,1,17
3251,FALSE,TRUE,1.77778,409,2,FALSE,FALSE,0,0,4,1,17
3252,FALSE,TRUE,1.77778,101,2,FALSE,FALSE,0,0,4,1,17
3253,FALSE,TRUE,1.77778,40,2,FALSE,FALSE,0,0,4,1,17
3254,FALSE,TRUE,1.76667,3849,2,TRUE,TRUE,0,0,3,1,17
3255,FALSE,TRUE,1.76667,3580,2,TRUE,TRUE,1,0,3,1,17
3256,FALSE,TRUE,1.77778,219,2,FALSE,FALSE,0,0,4,1,17
3257,FALSE,TRUE,1.77778,22,2,FALSE,FALSE,0,0,4,1,17
3258,FALSE,TRUE,1.77778,153,2,FALSE,FALSE,0,0,2,1,17
3259,FALSE,TRUE,1.76471,419,2,FALSE,FALSE,0,9,2,1,17
3260,FALSE,TRUE,1.76471,518,2,FALSE,FALSE,0,10,2,1,17
3261,FALSE,TRUE,1.77778,259,2,FALSE,FALSE,0,0,2,1,17
3262,FALSE,TRUE,1.77778,184,2,FALSE,FALSE,1,6,4,1,16
3263,FALSE,TRUE,1.33333,270,2,FALSE,FALSE,0,0,1,1,16
3264,FALSE,TRUE,1.77778,501,2,FALSE,FALSE,0,0,4,1,16
3265,FALSE,TRUE,1.77778,190,2,FALSE,FALSE,0,0,4,1,16
3266,FALSE,TRUE,1.76,2880,2,FALSE,FALSE,0,7,3,1,16
3267,FALSE,TRUE,1.77778,120,2,FALSE,FALSE,0,5,4,1,16
3268,FALSE,TRUE,1.33333,1128,2,TRUE,FALSE,0,6,3,1,16
3269,FALSE,TRUE,1.33333,961,3,FALSE,FALSE,0,3,2,1,16
3270,FALSE,TRUE,1.77778,1743,2,FALSE,FALSE,0,0,2,1,16
3271,FALSE,TRUE,1.33333,893,2,FALSE,FALSE,0,0,2,1,16
3272,FALSE,TRUE,1.76,1790,2,FALSE,FALSE,0,7,3,1,16
3273,FALSE,TRUE,1.76667,97,2,FALSE,FALSE,1,8,3,1,16
3274,FALSE,TRUE,1.76667,107,2,FALSE,FALSE,0,7,3,1,16
3275,FALSE,TRUE,1.77778,140,2,FALSE,FALSE,0,7,4,1,16
3276,FALSE,TRUE,1.33333,25,2,FALSE,FALSE,1,0,3,1,16
3277,FALSE,TRUE,1.33333,1887,2,FALSE,FALSE,0,2,3,1,16
3278,FALSE,TRUE,1.76,892,2,FALSE,FALSE,0,7,3,1,16
3279,FALSE,TRUE,1.33333,93,2,FALSE,FALSE,0,3,3,1,16
3280,FALSE,TRUE,1.33333,1610,2,FALSE,FALSE,0,2,3,1,16
3281,FALSE,TRUE,1.33333,154,2,FALSE,FALSE,0,1,3,1,16
3282,FALSE,TRUE,1.33333,1546,2,FALSE,FALSE,0,2,3,1,15
3283,FALSE,TRUE,1.31667,107,2,FALSE,FALSE,0,7,3,1,15
3284,FALSE,TRUE,1.33333,1482,2,FALSE,FALSE,0,2,3,1,15
3285,FALSE,TRUE,1.33333,1451,2,FALSE,FALSE,0,2,3,1,15
3286,FALSE,TRUE,1.33333,1354,2,FALSE,FALSE,0,2,3,1,15
3287,FALSE,TRUE,1.33333,1354,2,FALSE,FALSE,0,2,3,1,15
3288,FALSE,TRUE,1.33333,1450,2,FALSE,FALSE,0,2,3,1,15
3289,FALSE,TRUE,1.33333,1355,2,FALSE,FALSE,0,2,3,1,15
3290,FALSE,TRUE,1.33333,1354,2,FALSE,FALSE,0,2,3,1,15
3291,FALSE,TRUE,1.33333,1356,2,FALSE,FALSE,0,2,3,1,15
3292,FALSE,TRUE,1.33333,1354,2,FALSE,FALSE,0,2,3,1,15
3293,FALSE,TRUE,1.33333,249,2,FALSE,FALSE,0,4,3,1,15
3294,FALSE,TRUE,1.76,1001,2,FALSE,FALSE,0,7,3,1,15
3295,FALSE,TRUE,1.77273,201,2,TRUE,FALSE,1,4,4,1,15
3296,FALSE,TRUE,1.25,247,7,FALSE,FALSE,0,8,2,1,15
3297,FALSE,TRUE,1.77778,261,2,FALSE,FALSE,0,7,2,1,15
3298,FALSE,TRUE,1.77778,63,2,FALSE,FALSE,0,3,4,1,15
3299,FALSE,TRUE,1.77778,65,2,FALSE,FALSE,0,6,4,1,15
3300,FALSE,TRUE,1.33333,237,2,FALSE,FALSE,0,3,4,1,15
3301,FALSE,TRUE,1.77778,287,2,FALSE,FALSE,0,0,4,1,14
3302,FALSE,TRUE,1.5,166,2,FALSE,FALSE,0,0,3,1,14
3303,FALSE,TRUE,1.6,591,2,FALSE,FALSE,0,4,4,1,14
3304,FALSE,TRUE,1.25,37,4,FALSE,FALSE,0,0,2,1,14
3305,FALSE,TRUE,1.77778,31,2,FALSE,FALSE,0,4,4,1,14
3306,FALSE,TRUE,1.33333,24,2,FALSE,FALSE,0,9,2,1,14
3307,FALSE,TRUE,1.77778,754,2,FALSE,FALSE,0,1,2,1,14
3308,FALSE,TRUE,1.77778,236,2,TRUE,FALSE,0,10,5,1,14
3309,FALSE,TRUE,1.33333,86,4,FALSE,FALSE,0,0,3,1,14
3310,FALSE,TRUE,1.77778,27,2,FALSE,FALSE,0,0,2,1,14
3311,FALSE,TRUE,1.33333,69,2,FALSE,FALSE,0,7,3,1,14
3312,FALSE,TRUE,1.77778,176,2,FALSE,FALSE,0,0,4,1,14
3313,FALSE,TRUE,1.77778,98,5,TRUE,TRUE,0,0,4,1,14
3314,FALSE,TRUE,1.77778,117,5,TRUE,TRUE,0,0,4,1,14
3315,FALSE,TRUE,1.77778,79,2,FALSE,FALSE,0,4,4,1,14
3316,FALSE,TRUE,1.77778,270,2,TRUE,FALSE,0,0,4,1,14
3317,FALSE,TRUE,1.76471,1772,2,FALSE,FALSE,0,0,3,1,14
3318,FALSE,TRUE,1.33333,701,2,FALSE,FALSE,0,0,2,1,14
3319,FALSE,TRUE,1.76667,3272,2,FALSE,FALSE,0,0,3,1,14
3320,FALSE,TRUE,1.76471,1714,2,FALSE,FALSE,0,0,3,1,13
3321,FALSE,TRUE,1.76471,1790,2,FALSE,FALSE,0,0,3,1,13
3322,FALSE,TRUE,1.76471,1771,2,FALSE,FALSE,0,0,3,1,13
3323,FALSE,TRUE,1.76471,1416,2,FALSE,FALSE,0,0,3,1,13
3324,FALSE,TRUE,1.77778,80,2,FALSE,FALSE,0,4,2,1,13
3325,FALSE,TRUE,1.77778,161,2,FALSE,FALSE,0,7,2,1,13
3326,FALSE,TRUE,1.77778,116,2,FALSE,FALSE,0,0,4,1,13
3327,FALSE,TRUE,1.77778,407,2,TRUE,FALSE,0,10,4,1,13
3328,FALSE,TRUE,1.77778,509,2,TRUE,FALSE,0,10,4,1,13
