"comp_id","ad_blocked","embed","ratio","duration","language","partner","partner_active","n_likes","views","n_tags","n_formats","dayofweek","hour"
56,FALSE,TRUE,1.77778,130,3,TRUE,TRUE,0,190,2,1,5,4
57,FALSE,TRUE,1,223,2,TRUE,FALSE,0,33,1,3,5,4
58,FALSE,TRUE,1.77778,82,2,TRUE,TRUE,0,334,9,2,5,4
59,FALSE,TRUE,1.77778,257,2,TRUE,FALSE,0,40,4,1,5,4
60,FALSE,TRUE,1.77778,109,3,TRUE,TRUE,0,1908,3,3,5,4
61,FALSE,TRUE,1.77778,407,7,TRUE,FALSE,0,104,8,2,5,4
62,FALSE,TRUE,1.76744,1450,7,TRUE,FALSE,0,750,0,2,5,4
63,FALSE,TRUE,1.77778,65,2,TRUE,TRUE,0,551,0,2,5,4
64,FALSE,TRUE,1.31579,127,2,FALSE,FALSE,0,496,1,3,5,4
65,FALSE,TRUE,2.36667,1178,2,FALSE,FALSE,0,31,1,5,5,4
66,FALSE,TRUE,1.31579,57,2,FALSE,FALSE,0,85,1,2,5,4
67,FALSE,TRUE,1.77778,167,2,TRUE,FALSE,1,74,0,5,5,4
68,FALSE,TRUE,1.76667,298,2,TRUE,FALSE,0,4935,8,5,5,4
69,FALSE,TRUE,1.77778,398,2,TRUE,FALSE,0,2536,8,4,5,4
70,FALSE,TRUE,1.77778,195,2,TRUE,FALSE,0,42,0,5,5,4
71,FALSE,TRUE,1.77778,121,2,TRUE,FALSE,0,34,0,3,5,3
72,FALSE,TRUE,1.76471,306,5,FALSE,FALSE,0,81,0,1,5,3
73,FALSE,TRUE,1.77778,259,5,TRUE,FALSE,2,53,0,3,5,3
74,FALSE,TRUE,1.77778,52,2,TRUE,FALSE,0,1087,0,5,5,3
75,FALSE,TRUE,1.53846,59,2,TRUE,FALSE,1,2402,1,2,5,3
76,FALSE,TRUE,2.35294,79,2,TRUE,FALSE,0,268,0,5,5,3
77,FALSE,TRUE,1.77778,233,3,TRUE,TRUE,0,408,4,6,5,3
78,FALSE,TRUE,1.77778,47,2,TRUE,FALSE,0,66,4,2,5,3
79,FALSE,TRUE,1.77778,3047,7,TRUE,FALSE,0,3287,0,1,5,3
80,FALSE,TRUE,1.77778,253,2,FALSE,FALSE,0,94,0,1,5,3
81,FALSE,TRUE,1.77778,309,3,TRUE,FALSE,7,433,0,2,5,3
82,FALSE,TRUE,1.77778,3042,7,TRUE,FALSE,0,7109,0,1,5,3
83,FALSE,TRUE,1.90476,127,2,TRUE,FALSE,0,1316,1,0,5,3
84,FALSE,TRUE,1.77778,323,2,FALSE,FALSE,0,117,4,3,5,3
85,FALSE,TRUE,1.77778,1103,2,TRUE,FALSE,0,54,5,2,5,3
86,FALSE,TRUE,1.73913,206,2,TRUE,FALSE,0,6968,1,3,5,3
87,FALSE,TRUE,1.77778,193,2,TRUE,FALSE,0,103,0,2,5,3
88,FALSE,TRUE,1.77778,74,3,TRUE,TRUE,0,5247,3,2,5,3
89,FALSE,TRUE,1.77778,3047,7,TRUE,FALSE,0,4162,0,5,5,3
90,FALSE,TRUE,1.33333,239,5,TRUE,FALSE,5,274,0,3,5,3
91,FALSE,TRUE,1.33333,69,2,TRUE,FALSE,0,49,9,0,5,3
92,FALSE,TRUE,1.77778,695,7,TRUE,FALSE,0,31,8,5,5,3
93,FALSE,TRUE,1.77778,2940,2,TRUE,FALSE,0,30,9,5,5,3
94,FALSE,TRUE,1.77778,638,2,FALSE,FALSE,0,163,9,2,5,3
95,FALSE,TRUE,1.73913,46,2,TRUE,FALSE,0,858,1,2,5,2
96,FALSE,TRUE,1.33333,339,2,TRUE,FALSE,0,527,0,0,5,2
97,FALSE,TRUE,1.77778,70,2,TRUE,TRUE,0,66,10,1,5,2
98,FALSE,TRUE,1.77778,68,2,TRUE,TRUE,0,129,10,2,5,2
99,FALSE,TRUE,1.77778,64,2,TRUE,TRUE,0,45,10,1,5,2
100,FALSE,TRUE,1.77778,62,2,TRUE,TRUE,0,487,10,2,5,2
101,FALSE,TRUE,1.77778,116,2,TRUE,FALSE,0,46,0,1,5,2
102,FALSE,TRUE,1.77778,323,2,TRUE,FALSE,0,32,0,5,5,2
103,FALSE,TRUE,1.78571,57,2,TRUE,FALSE,0,73,9,4,5,2
104,FALSE,TRUE,2.35294,126,2,TRUE,FALSE,0,107,0,4,5,2
105,FALSE,TRUE,1.77778,651,8,TRUE,FALSE,0,34,5,5,5,2
106,FALSE,TRUE,1.33333,200,5,TRUE,TRUE,0,48,4,4,5,2
107,FALSE,TRUE,1.77778,72,5,TRUE,FALSE,0,105,0,2,5,2
108,FALSE,TRUE,1.77778,115,2,TRUE,FALSE,1,351,9,1,5,2
109,FALSE,TRUE,1.77778,895,8,TRUE,FALSE,0,79,5,2,5,2
110,FALSE,TRUE,1.78218,1197,10,FALSE,FALSE,0,143,0,3,5,2
111,FALSE,TRUE,1.77778,705,8,TRUE,FALSE,0,51,4,3,5,2
112,FALSE,TRUE,1.77778,90,2,FALSE,FALSE,0,44,0,1,5,2
113,FALSE,TRUE,1.77778,142,2,TRUE,FALSE,1,343,10,6,5,2
114,FALSE,TRUE,1.77778,667,8,TRUE,FALSE,0,56,4,1,5,2
115,FALSE,TRUE,1.77778,358,8,TRUE,FALSE,0,102,4,2,5,2
116,FALSE,TRUE,1.77778,791,8,TRUE,FALSE,0,45,5,3,5,2
117,FALSE,TRUE,1.77778,715,8,TRUE,FALSE,0,36,4,4,5,2
118,FALSE,TRUE,1.77778,158,2,FALSE,FALSE,1,1258,10,4,5,1
119,FALSE,TRUE,1.78218,600,10,TRUE,FALSE,0,42,0,5,5,1
120,FALSE,TRUE,1.77778,83,2,TRUE,TRUE,0,51,10,0,5,1
121,FALSE,TRUE,1.77778,16,2,TRUE,FALSE,0,139,1,1,5,1
122,FALSE,TRUE,1.77778,31,5,TRUE,TRUE,0,38,3,1,5,1
123,FALSE,TRUE,1.77778,260,5,TRUE,TRUE,0,316,5,2,5,1
124,FALSE,TRUE,1.78218,546,10,TRUE,FALSE,0,143,0,5,5,1
125,FALSE,TRUE,1.77778,633,7,TRUE,FALSE,0,34,8,2,5,1
126,FALSE,TRUE,1.77778,485,2,FALSE,FALSE,1,724,10,2,5,1
127,FALSE,TRUE,1.33333,45,2,TRUE,FALSE,0,31,4,1,5,1
128,FALSE,TRUE,1.78218,298,10,TRUE,FALSE,0,1814,0,6,5,1
129,FALSE,TRUE,1.76471,132,2,TRUE,FALSE,0,31,0,4,5,1
130,FALSE,TRUE,1.33333,267,2,FALSE,FALSE,0,48,0,3,5,1
131,FALSE,TRUE,1.77778,145,2,TRUE,FALSE,0,53,5,4,5,1
132,FALSE,TRUE,1.76667,110,2,FALSE,FALSE,0,40,0,1,5,1
133,FALSE,TRUE,1.33333,123,2,FALSE,FALSE,0,924,0,1,5,1
134,FALSE,TRUE,1.77778,525,2,TRUE,FALSE,0,44,6,4,5,1
135,FALSE,TRUE,1.33333,45,2,TRUE,FALSE,0,37,3,0,5,1
136,FALSE,TRUE,1.77778,1006,2,TRUE,TRUE,2,8815,21,3,5,1
137,FALSE,TRUE,1.77778,419,2,TRUE,FALSE,0,330,0,5,5,1
138,FALSE,TRUE,1.77778,420,2,TRUE,FALSE,0,327,2,4,5,1
139,FALSE,TRUE,1.33333,173,2,FALSE,FALSE,0,69,0,4,5,1
140,FALSE,TRUE,1.77778,477,7,TRUE,FALSE,0,31,3,1,5,1
141,FALSE,TRUE,1.78085,65,2,TRUE,FALSE,1,1009,4,1,5,1
142,FALSE,TRUE,1.77778,412,2,TRUE,FALSE,0,413,6,0,5,0
143,FALSE,TRUE,1.77778,865,2,TRUE,FALSE,0,61,4,5,5,0
144,FALSE,TRUE,1.77778,319,2,TRUE,FALSE,0,2537,1,2,5,0
145,FALSE,TRUE,1.77778,208,2,TRUE,FALSE,0,322,4,5,5,0
146,FALSE,TRUE,1.77778,236,2,TRUE,TRUE,0,238,10,1,5,0
147,FALSE,TRUE,1.77778,89,2,TRUE,TRUE,0,100,10,3,5,0
148,FALSE,TRUE,1.77778,1203,5,FALSE,FALSE,0,247,0,5,5,0
149,FALSE,TRUE,1.77778,193,2,TRUE,TRUE,0,1002,10,1,5,0
150,FALSE,TRUE,1.77778,602,2,TRUE,FALSE,0,5390,8,2,5,0
151,FALSE,TRUE,1.77778,83,2,TRUE,TRUE,0,93,10,2,5,0
152,FALSE,TRUE,1.77778,428,7,TRUE,FALSE,1,183,8,3,5,0
153,FALSE,TRUE,1.77778,659,2,TRUE,FALSE,0,54,0,2,5,0
154,FALSE,TRUE,1.77778,87,2,TRUE,TRUE,0,144,10,0,5,0
155,FALSE,TRUE,1.77778,946,2,TRUE,FALSE,0,36,6,5,5,0
156,FALSE,TRUE,1.77778,261,2,FALSE,FALSE,0,58,5,1,5,0
157,FALSE,TRUE,1.77778,795,2,TRUE,FALSE,0,66,0,0,5,0
158,FALSE,TRUE,1.77778,827,2,TRUE,FALSE,0,48,0,5,5,0
159,FALSE,TRUE,1.33333,769,2,TRUE,FALSE,0,574,0,2,5,0
160,FALSE,TRUE,1.23333,310,2,TRUE,FALSE,0,364,0,2,5,0
161,FALSE,TRUE,1.77778,37,3,TRUE,TRUE,0,2009,4,2,5,0
162,FALSE,TRUE,1.77778,1115,1,TRUE,FALSE,0,51,1,2,5,0
163,FALSE,TRUE,1.76667,220,2,TRUE,FALSE,0,207,0,1,5,0
164,FALSE,TRUE,1.77778,298,2,TRUE,FALSE,0,222,4,4,5,0
165,FALSE,TRUE,1,246,2,TRUE,FALSE,0,35,1,1,5,0
166,FALSE,TRUE,1.77778,195,2,TRUE,FALSE,0,40,4,3,5,0
167,FALSE,TRUE,1.77778,251,2,FALSE,FALSE,0,177,1,1,5,0
168,FALSE,TRUE,1.77778,27,7,TRUE,FALSE,0,206,6,1,5,0
169,FALSE,TRUE,1.77778,470,2,TRUE,TRUE,0,567,4,2,5,0
170,FALSE,TRUE,1.76471,1309,2,FALSE,FALSE,1,2732,0,1,5,0
171,FALSE,TRUE,1.76471,58,2,TRUE,FALSE,0,51,0,2,5,0
172,FALSE,TRUE,1.77778,241,2,TRUE,FALSE,0,586,0,3,5,0
173,FALSE,TRUE,1.77778,65,2,TRUE,FALSE,0,255,2,5,5,0
174,FALSE,TRUE,1.77778,143,2,TRUE,FALSE,1,1027,10,2,5,0
175,FALSE,TRUE,1.33333,480,2,TRUE,FALSE,1,210,0,3,5,0
176,FALSE,TRUE,1.32822,65,2,TRUE,FALSE,1,6912,5,2,4,23
177,FALSE,TRUE,1.77778,243,2,TRUE,FALSE,0,50,3,1,4,23
178,FALSE,TRUE,1.77778,16,2,TRUE,FALSE,0,50,1,2,4,23
179,FALSE,TRUE,1.78571,56,7,TRUE,FALSE,0,74,6,0,4,23
180,FALSE,TRUE,1.33333,428,2,TRUE,FALSE,0,77,0,2,4,23
181,FALSE,TRUE,1.76667,799,2,FALSE,FALSE,0,63,0,2,4,23
182,FALSE,TRUE,1.76667,824,2,FALSE,FALSE,0,272,0,2,4,23
183,FALSE,TRUE,1.73913,629,2,FALSE,FALSE,0,48,0,2,4,23
184,FALSE,TRUE,2.36,198,2,TRUE,FALSE,1,273,10,1,4,23
185,FALSE,TRUE,1.33333,294,7,TRUE,FALSE,0,54,9,3,4,23
186,FALSE,TRUE,1.77528,378,2,TRUE,FALSE,0,7710,0,0,4,23
187,FALSE,TRUE,1.77778,228,2,TRUE,FALSE,0,2534,0,2,4,23
188,TRUE,TRUE,1.77778,71,2,TRUE,TRUE,0,65,7,6,5,7
189,FALSE,TRUE,1.77778,54,2,TRUE,TRUE,0,34,6,5,5,7
190,FALSE,TRUE,1.77778,272,4,TRUE,TRUE,0,901,0,6,5,7
191,TRUE,TRUE,1.77778,77,2,TRUE,TRUE,0,157,6,6,5,7
192,FALSE,TRUE,1.77778,75,2,TRUE,FALSE,0,38,10,5,5,7
193,FALSE,TRUE,1.77778,51,5,TRUE,TRUE,0,80,6,5,5,7
194,FALSE,TRUE,1,236,2,TRUE,FALSE,0,619,0,4,5,7
195,FALSE,TRUE,1.33333,159,1,TRUE,FALSE,0,42,0,4,5,7
196,FALSE,TRUE,1.77778,759,9,TRUE,FALSE,1,1967,0,4,5,7
197,FALSE,TRUE,1,209,2,TRUE,FALSE,0,407,0,4,5,7
198,TRUE,TRUE,1.77778,522,2,TRUE,FALSE,0,423,2,4,5,7
199,FALSE,TRUE,0.961538,20,2,TRUE,TRUE,0,812,5,3,5,7
200,FALSE,TRUE,1.60714,2614,5,TRUE,FALSE,0,48,2,4,5,7
201,FALSE,TRUE,1.78571,1813,2,TRUE,FALSE,0,3140,0,4,5,7
202,TRUE,TRUE,1.77778,150,10,TRUE,FALSE,0,163,0,3,5,7
203,TRUE,TRUE,1.77778,125,10,TRUE,FALSE,0,389,0,4,5,7
204,FALSE,TRUE,1.77778,652,2,TRUE,FALSE,0,115,3,5,5,7
205,TRUE,TRUE,1.33333,424,10,TRUE,FALSE,0,34,0,3,5,7
206,FALSE,TRUE,1.33333,200,2,TRUE,TRUE,0,136,3,6,5,7
207,FALSE,TRUE,1.77778,2418,2,TRUE,FALSE,1,8523,1,4,5,7
208,FALSE,TRUE,1.77778,137,2,TRUE,FALSE,0,74,5,5,5,7
209,FALSE,TRUE,1.77778,2116,2,TRUE,FALSE,4,9080,1,4,5,7
210,FALSE,TRUE,1.33333,108,1,TRUE,FALSE,0,56,0,4,5,7
211,FALSE,TRUE,1.77778,58,2,TRUE,TRUE,0,93,0,6,5,7
212,FALSE,TRUE,1.77778,42,2,TRUE,TRUE,0,92,0,6,5,7
213,FALSE,TRUE,1.77778,82,2,TRUE,TRUE,0,101,0,6,5,7
214,FALSE,TRUE,1.77778,75,2,TRUE,TRUE,0,41,6,6,5,7
215,FALSE,TRUE,1.77778,49,2,TRUE,TRUE,0,30,11,6,5,7
216,FALSE,TRUE,1.77778,34,2,TRUE,TRUE,0,114,0,6,5,7
217,FALSE,TRUE,1.77778,40,2,TRUE,TRUE,0,82,0,6,5,7
218,FALSE,TRUE,1.77778,49,2,TRUE,TRUE,0,81,0,6,5,7
219,FALSE,TRUE,1.77778,31,2,TRUE,TRUE,0,171,0,6,5,7
220,FALSE,TRUE,1.77778,41,2,TRUE,TRUE,0,1454,0,6,5,7
221,FALSE,TRUE,1.77778,136,2,TRUE,FALSE,0,71,11,5,5,7
222,FALSE,TRUE,1.77778,139,2,TRUE,TRUE,0,35,8,5,5,7
223,FALSE,TRUE,1.77778,42,2,TRUE,TRUE,0,186,0,6,5,7
224,FALSE,TRUE,1.76667,66,2,TRUE,FALSE,0,1524,6,6,5,7
225,FALSE,TRUE,1.77778,154,2,TRUE,FALSE,0,41,0,4,5,7
226,FALSE,TRUE,1.77778,70,5,TRUE,FALSE,0,34,0,5,5,7
227,FALSE,TRUE,1.77778,100,2,TRUE,FALSE,0,89,0,4,5,7
228,FALSE,TRUE,1.77778,155,2,TRUE,FALSE,0,34,0,4,5,7
229,FALSE,TRUE,2.35294,252,5,FALSE,FALSE,0,105,0,5,5,7
230,FALSE,TRUE,1.77778,31,2,TRUE,TRUE,1,873,0,6,5,7
231,FALSE,TRUE,1.77778,73,2,TRUE,TRUE,1,1968,0,5,5,6
232,FALSE,TRUE,1.76667,2567,9,TRUE,FALSE,0,3461,10,4,5,6
233,FALSE,TRUE,1.77528,3271,2,TRUE,FALSE,1,267,2,5,5,6
234,FALSE,TRUE,1.77778,60,4,TRUE,TRUE,0,483,0,5,5,6
235,FALSE,TRUE,1.77778,55,4,TRUE,TRUE,0,316,0,5,5,6
236,FALSE,TRUE,1.5,93,2,TRUE,FALSE,0,9265,0,4,5,6
237,FALSE,TRUE,1.77778,3225,2,TRUE,FALSE,0,3992,0,5,5,6
238,FALSE,TRUE,1.77778,27,2,TRUE,FALSE,0,100,5,4,5,6
239,FALSE,TRUE,1.78571,2051,2,TRUE,FALSE,0,428,0,4,5,6
240,FALSE,TRUE,1.78571,2052,2,TRUE,FALSE,0,975,0,4,5,6
241,FALSE,TRUE,1.77778,452,2,TRUE,FALSE,0,2276,0,5,5,6
242,FALSE,TRUE,1.78571,2041,2,TRUE,FALSE,0,2228,0,4,5,6
243,FALSE,TRUE,1.78571,2725,2,TRUE,FALSE,0,1011,0,4,5,6
244,FALSE,TRUE,1.77778,82,2,TRUE,TRUE,0,71,9,5,5,6
245,FALSE,TRUE,1.77778,79,2,TRUE,TRUE,0,226,7,6,5,6
246,FALSE,TRUE,2.35556,209,2,TRUE,FALSE,0,84,0,4,5,6
247,FALSE,TRUE,1.77778,39,2,TRUE,TRUE,0,32,0,6,5,6
248,FALSE,TRUE,1.46667,895,2,TRUE,FALSE,0,46,9,4,5,6
249,FALSE,TRUE,1.77778,86,2,TRUE,TRUE,0,43,10,5,5,6
250,FALSE,TRUE,1.77778,24,2,TRUE,TRUE,0,285,0,6,5,6
251,FALSE,TRUE,1.76471,1361,2,FALSE,FALSE,0,100,0,4,5,6
252,FALSE,TRUE,1.5,253,2,TRUE,FALSE,0,4072,0,4,5,6
253,FALSE,TRUE,1.60714,2580,5,TRUE,FALSE,0,42,3,4,5,6
254,FALSE,TRUE,1.77778,68,2,TRUE,TRUE,0,285,24,6,5,5
255,FALSE,TRUE,1.77778,72,2,TRUE,TRUE,0,31,10,5,5,5
256,FALSE,TRUE,1.77778,2853,2,TRUE,FALSE,0,2719,0,4,5,5
257,FALSE,TRUE,1.77778,210,2,TRUE,FALSE,1,148,10,6,5,5
258,FALSE,TRUE,1.77778,92,2,TRUE,TRUE,0,39,21,6,5,5
259,FALSE,TRUE,1.77778,21,2,TRUE,TRUE,0,99,8,6,5,5
260,FALSE,TRUE,1.77778,82,2,TRUE,TRUE,0,43,10,6,5,5
261,FALSE,TRUE,1.77778,82,5,TRUE,TRUE,0,87,10,6,5,5
262,FALSE,TRUE,1.77778,226,2,FALSE,FALSE,0,1348,0,6,5,5
263,FALSE,TRUE,1.76667,577,2,FALSE,FALSE,0,30,10,6,5,5
264,FALSE,TRUE,1.76471,1748,5,TRUE,FALSE,1,1218,7,5,5,5
265,FALSE,TRUE,1.78571,2607,2,TRUE,FALSE,0,937,0,4,5,5
266,FALSE,TRUE,1.78571,2259,2,TRUE,FALSE,0,268,0,4,5,5
267,FALSE,TRUE,1.78571,2259,2,TRUE,FALSE,0,626,0,4,5,5
268,FALSE,TRUE,1.76471,1912,2,TRUE,FALSE,0,113,0,5,5,5
269,FALSE,TRUE,1.77778,2150,2,TRUE,FALSE,0,116,0,5,5,5
270,FALSE,TRUE,1.77778,82,3,TRUE,TRUE,0,3541,4,6,5,5
271,FALSE,TRUE,1.77778,137,2,FALSE,FALSE,0,64,1,5,5,5
272,FALSE,TRUE,1.60714,2651,5,TRUE,FALSE,0,54,0,4,5,5
273,FALSE,TRUE,1.77778,1328,2,TRUE,FALSE,6,430,8,5,5,5
274,FALSE,TRUE,1.77778,639,2,TRUE,FALSE,0,285,10,5,5,5
275,FALSE,TRUE,1.77778,29,2,TRUE,FALSE,0,144,0,6,5,5
276,FALSE,TRUE,1.77778,29,2,TRUE,FALSE,0,157,0,6,5,5
277,FALSE,TRUE,1.77778,29,2,TRUE,FALSE,0,87,0,6,5,5
278,FALSE,TRUE,1.77778,71,2,TRUE,TRUE,0,68,10,6,5,5
279,FALSE,TRUE,1.77778,38,2,TRUE,FALSE,0,128,0,6,5,5
280,FALSE,TRUE,1.77778,33,2,TRUE,FALSE,0,91,0,6,5,5
281,FALSE,TRUE,1.77778,25,2,TRUE,FALSE,0,185,0,6,5,5
282,FALSE,TRUE,1.77778,25,2,TRUE,FALSE,0,98,0,6,5,5
283,FALSE,TRUE,1.77778,27,2,TRUE,FALSE,0,119,0,6,5,5
284,FALSE,TRUE,1.77778,32,2,TRUE,FALSE,0,85,0,6,5,5
285,FALSE,TRUE,1.77778,1333,2,TRUE,FALSE,1,832,9,5,5,5
286,FALSE,TRUE,1.77778,25,2,TRUE,FALSE,0,123,0,6,5,5
287,FALSE,TRUE,1.77778,28,2,TRUE,FALSE,0,86,0,6,5,5
288,FALSE,TRUE,1.77778,24,2,TRUE,FALSE,0,208,0,5,7,6
289,FALSE,TRUE,0.566667,10,2,FALSE,FALSE,0,260,0,5,7,6
290,FALSE,TRUE,0.566667,15,2,FALSE,FALSE,0,255,0,5,7,6
291,FALSE,TRUE,1.77778,51,2,TRUE,FALSE,0,224,0,5,7,6
292,FALSE,TRUE,0.566667,14,2,FALSE,FALSE,0,253,0,5,7,6
293,FALSE,TRUE,0.566667,12,2,FALSE,FALSE,0,263,0,5,7,6
294,FALSE,TRUE,1.77778,106,2,FALSE,FALSE,0,197,0,5,7,6
295,FALSE,TRUE,1.77778,76,2,FALSE,FALSE,0,211,0,5,7,6
296,FALSE,TRUE,1.77778,52,2,FALSE,FALSE,0,228,0,5,7,6
297,FALSE,TRUE,1.77778,17,2,FALSE,FALSE,0,251,0,5,7,6
298,FALSE,TRUE,1.77778,13,2,TRUE,FALSE,0,238,0,5,7,6
299,FALSE,TRUE,1.77778,62,2,TRUE,FALSE,0,216,0,5,7,6
300,FALSE,TRUE,1.77778,16,2,FALSE,FALSE,0,230,0,5,7,6
301,FALSE,TRUE,1.77778,18,2,FALSE,FALSE,0,215,0,5,7,6
302,FALSE,TRUE,1.76471,9,2,FALSE,FALSE,0,198,0,5,7,6
303,FALSE,TRUE,1.76471,10,2,FALSE,FALSE,0,257,0,5,7,6
304,FALSE,TRUE,1.33333,51,2,TRUE,FALSE,0,191,0,3,7,6
305,FALSE,TRUE,1.77778,55,2,FALSE,FALSE,0,209,0,5,7,6
306,FALSE,TRUE,1.77778,37,2,FALSE,FALSE,0,235,0,5,7,6
307,FALSE,TRUE,1.77778,15,2,FALSE,FALSE,0,256,0,5,7,6
308,FALSE,TRUE,1.77778,12,2,FALSE,FALSE,0,242,0,5,7,6
309,FALSE,TRUE,1.77778,36,2,TRUE,FALSE,0,249,0,5,7,6
310,FALSE,TRUE,1.77778,115,2,FALSE,FALSE,0,227,0,4,7,6
311,FALSE,TRUE,1.77778,155,2,FALSE,FALSE,0,234,0,4,7,6
312,FALSE,TRUE,1.77778,31,2,TRUE,FALSE,0,201,0,5,7,6
313,FALSE,TRUE,2.35294,39,2,FALSE,FALSE,0,204,0,4,7,6
314,FALSE,TRUE,2.35294,57,2,FALSE,FALSE,0,236,0,4,7,6
315,FALSE,TRUE,1.77778,53,2,TRUE,FALSE,0,194,0,5,7,6
316,FALSE,TRUE,1.77778,47,2,TRUE,FALSE,0,160,0,5,7,6
317,FALSE,TRUE,1.77778,60,2,FALSE,FALSE,0,209,0,5,7,6
318,FALSE,TRUE,1.77778,28,2,FALSE,FALSE,0,237,0,5,7,6
319,FALSE,TRUE,1.77778,67,2,FALSE,FALSE,0,204,0,5,7,6
320,FALSE,TRUE,1.77778,14,2,FALSE,FALSE,0,211,0,5,7,6
